jahr,disziplin,geschlecht,altersklasse,anzahl_leistungen
2020,Diskuswurf,M,20,50
2020,Diskuswurf,W,Frauen,50
2020,Hammerwurf,M,18,50
2020,Hammerwurf,M,20,50
2020,Hammerwurf,W,20,50
2020,Hammerwurf,W,Frauen,50
2020,Kugelstoss,M,20,50
2020,Kugelstoss,W,18,50
2020,Kugelstoss,W,20,50
2020,Speerwurf,M,18,50
2020,Speerwurf,M,20,50
2020,Stabhochsprung,M,20,50
2020,Stabhochsprung,W,18,50
2020,100 m,M,18,49
2020,1500 m,W,Frauen,49
2020,200 m,W,20,49
2020,3000 m,M,18,49
2020,3000 m,M,20,49
2020,400 m,M,20,49
2020,400 m,M,Maenner,49
2020,400 m,W,20,49
2020,400 m,W,Frauen,49
2020,5000 m,W,20,49
2020,Diskuswurf,M,18,49
2020,Diskuswurf,M,Maenner,49
2020,Diskuswurf,W,18,49
2020,Diskuswurf,W,20,49
2020,Kugelstoss,M,18,49
2020,Kugelstoss,M,Maenner,49
2020,Marathon,M,Maenner,49
2020,Speerwurf,W,18,49
2020,Speerwurf,W,20,49
2020,Stabhochsprung,M,Maenner,49
2020,10 km,M,Maenner,48
2020,100 m,W,20,48
2020,400 m,W,18,48
2020,400 m Huerden,M,Maenner,48
2020,400 m Huerden,W,18,48
2020,800 m,W,18,48
2020,800 m,W,20,48
2020,Weitsprung,M,Maenner,48
2020,Weitsprung,W,20,48
2020,200 m,W,18,47
2020,200 m,W,Frauen,47
2020,5000 m,M,Maenner,47
2020,Dreisprung,M,18,47
2020,100 m,W,Frauen,46
2020,Weitsprung,M,20,46
2020,100 m Huerden,W,20,45
2020,10 000 m,M,Maenner,44
2020,100 m,M,Maenner,44
2020,100 m Huerden,W,Frauen,44
2020,200 m,M,Maenner,44
2020,100 m,W,18,43
2020,110 m Huerden,M,Maenner,43
2020,Weitsprung,M,18,43
2020,Weitsprung,W,18,43
2020,110 m Huerden,M,20,42
2020,Weitsprung,W,Frauen,42
2020,100 m Huerden,W,18,41
2020,200 m,M,18,41
2020,200 m,M,20,41
2020,100 m,M,20,40
2020,Dreisprung,M,20,40
2020,Dreisprung,W,20,40
2020,Marathon,W,Frauen,40
2020,Dreisprung,M,Maenner,39
2020,Dreisprung,W,Frauen,39
2020,Dreisprung,W,18,38
2020,3000 m Hindernis,M,Maenner,37
2020,110 m Huerden,M,18,36
2020,2000 m Hindernis,W,18,35
2020,10 000 m,W,Frauen,33
2020,400 m Huerden,M,20,33
2020,10 km,M,U23,32
2020,Hochsprung,M,U23,32
2020,Hochsprung,W,U23,32
2020,Stabhochsprung,M,U23,32
2020,10 km,W,U23,31
2020,1500 m,M,U23,31
2020,Speerwurf,M,U23,31
2020,100 m,W,U23,30
2020,1500 m,W,U23,30
2020,400 m Huerden,W,U23,30
2020,5000 m,M,U23,30
2020,Diskuswurf,W,U23,30
2020,Hammerwurf,M,U23,30
2020,Hammerwurf,W,U23,30
2020,Kugelstoss,W,U23,30
2020,Speerwurf,W,U23,30
2020,400 m,M,U23,29
2020,400 m,W,U23,29
2020,800 m,M,U23,29
2020,800 m,W,U23,29
2020,Diskuswurf,M,U23,29
2020,Kugelstoss,M,U23,29
2020,Stabhochsprung,W,U23,29
2020,200 m,W,U23,28
2020,400 m Huerden,M,U23,28
2020,5000 m,W,U23,28
2020,10 000 m,M,U23,27
2020,Weitsprung,M,U23,27
2020,110 m Huerden,M,U23,26
2020,200 m,M,U23,26
2020,Weitsprung,W,U23,25
2020,100 m,M,U23,24
2020,100 m Huerden,W,U23,24
2020,2000 m Hindernis,M,18,24
2020,3000 m Hindernis,W,Frauen,24
2020,Dreisprung,W,U23,23
2020,Dreisprung,M,U23,19
2020,3000 m Hindernis,M,U23,17
2020,10 000 m,W,U23,16
2020,3000 m Hindernis,W,U23,12
2021,Hochsprung,W,Frauen,59
2021,Hochsprung,W,20,58
2021,Hochsprung,M,18,55
2021,Hochsprung,M,20,55
2021,Stabhochsprung,M,Maenner,55
2021,100 m,M,18,54
2021,Dreisprung,M,20,54
2021,Dreisprung,M,18,53
2021,Dreisprung,M,Maenner,53
2021,Dreisprung,M,U23,53
2021,Dreisprung,W,20,53
2021,Stabhochsprung,M,20,53
2021,Weitsprung,M,18,53
2021,Hochsprung,W,18,52
2021,Stabhochsprung,M,18,52
2021,Stabhochsprung,W,U23,52
2021,100 m,W,18,51
2021,1500 m,M,18,51
2021,1500 m,M,20,51
2021,200 m,M,18,51
2021,400 m Huerden,M,Maenner,51
2021,400 m Huerden,W,Frauen,51
2021,5000 m,M,U23,51
2021,5000 m,W,Frauen,51
2021,800 m,M,18,51
2021,Dreisprung,W,Frauen,51
2021,Dreisprung,W,U23,51
2021,Kugelstoss,W,U23,51
2021,Weitsprung,M,Maenner,51
2021,Weitsprung,M,U23,51
2021,10 000 m,M,U23,50
2021,10 000 m,W,Frauen,50
2021,10 km,M,U23,50
2021,10 km,W,Frauen,50
2021,10 km,W,U23,50
2021,100 m,M,20,50
2021,100 m,M,Maenner,50
2021,100 m,W,Frauen,50
2021,110 m Huerden,M,18,50
2021,110 m Huerden,M,20,50
2021,110 m Huerden,M,U23,50
2021,1500 m,M,Maenner,50
2021,1500 m,M,U23,50
2021,1500 m,W,18,50
2021,1500 m,W,20,50
2021,1500 m,W,U23,50
2021,200 m,M,20,50
2021,200 m,M,Maenner,50
2021,200 m,M,U23,50
2021,200 m,W,18,50
2021,3000 m,M,18,50
2021,3000 m,M,20,50
2021,3000 m,W,20,50
2021,400 m,M,18,50
2021,400 m,M,20,50
2021,400 m Huerden,M,18,50
2021,400 m Huerden,W,20,50
2021,400 m Huerden,W,U23,50
2021,5000 m,M,20,50
2021,5000 m,W,20,50
2021,5000 m,W,U23,50
2021,800 m,M,20,50
2021,800 m,M,Maenner,50
2021,800 m,M,U23,50
2021,Diskuswurf,M,20,50
2021,Diskuswurf,W,18,50
2021,Diskuswurf,W,Frauen,50
2021,Dreisprung,W,18,50
2021,Hammerwurf,W,20,50
2021,Hammerwurf,W,Frauen,50
2021,Hammerwurf,W,U23,50
2021,Kugelstoss,M,20,50
2021,Kugelstoss,M,Maenner,50
2021,Kugelstoss,W,18,50
2021,Kugelstoss,W,20,50
2021,Kugelstoss,W,Frauen,50
2021,Marathon,M,Maenner,50
2021,Speerwurf,M,18,50
2021,Speerwurf,M,20,50
2021,Speerwurf,W,20,50
2021,Speerwurf,W,Frauen,50
2021,Speerwurf,W,U23,50
2021,Stabhochsprung,M,U23,50
2021,Stabhochsprung,W,Frauen,50
2021,Weitsprung,M,20,50
2021,Weitsprung,W,18,50
2021,10 000 m,M,Maenner,49
2021,10 km,M,Maenner,49
2021,100 m,M,U23,49
2021,100 m,W,U23,49
2021,100 m Huerden,W,18,49
2021,100 m Huerden,W,20,49
2021,1500 m,W,Frauen,49
2021,200 m,W,Frauen,49
2021,200 m,W,U23,49
2021,3000 m,W,18,49
2021,3000 m Hindernis,M,Maenner,49
2021,400 m,W,18,49
2021,400 m,W,20,49
2021,400 m,W,U23,49
2021,400 m Huerden,M,U23,49
2021,Diskuswurf,M,18,49
2021,Diskuswurf,M,Maenner,49
2021,Diskuswurf,W,20,49
2021,Diskuswurf,W,U23,49
2021,Hammerwurf,M,18,49
2021,Hammerwurf,M,20,49
2021,Hammerwurf,M,Maenner,49
2021,Hammerwurf,W,18,49
2021,Hochsprung,M,U23,49
2021,Hochsprung,W,U23,49
2021,Kugelstoss,M,18,49
2021,Speerwurf,M,U23,49
2021,Stabhochsprung,W,18,49
2021,Stabhochsprung,W,20,49
2021,Weitsprung,W,20,49
2021,Weitsprung,W,Frauen,49
2021,100 m,W,20,48
2021,100 m Huerden,W,U23,48
2021,110 m Huerden,M,Maenner,48
2021,200 m,W,20,48
2021,400 m,M,Maenner,48
2021,400 m,M,U23,48
2021,400 m,W,Frauen,48
2021,400 m Huerden,W,18,48
2021,5000 m,M,Maenner,48
2021,800 m,W,18,48
2021,800 m,W,20,48
2021,Diskuswurf,M,U23,48
2021,Hochsprung,M,Maenner,48
2021,Kugelstoss,M,U23,48
2021,Marathon,W,Frauen,48
2021,Speerwurf,M,Maenner,48
2021,Speerwurf,W,18,48
2021,100 m Huerden,W,Frauen,47
2021,2000 m Hindernis,W,18,47
2021,800 m,W,U23,47
2021,Weitsprung,W,U23,47
2021,800 m,W,Frauen,46
2021,Hammerwurf,M,U23,43
2021,2000 m Hindernis,M,18,40
2021,3000 m Hindernis,W,Frauen,40
2021,400 m Huerden,M,20,40
2021,3000 m Hindernis,W,U23,23
2021,3000 m Hindernis,M,U23,20
2021,10 000 m,W,U23,14
2022,Stabhochsprung,W,U23,58
2022,Hochsprung,M,20,57
2022,Dreisprung,W,Frauen,55
2022,100 m,M,20,54
2022,200 m,M,20,54
2022,Dreisprung,M,Maenner,54
2022,Hochsprung,M,18,54
2022,Stabhochsprung,W,20,54
2022,Weitsprung,W,20,54
2022,110 m Huerden,M,18,53
2022,200 m,M,Maenner,53
2022,Dreisprung,M,20,53
2022,Dreisprung,M,U23,53
2022,100 m,M,Maenner,52
2022,Hochsprung,M,Maenner,52
2022,Stabhochsprung,M,20,52
2022,Weitsprung,M,20,52
2022,Weitsprung,M,Maenner,52
2022,Weitsprung,W,Frauen,52
2022,Weitsprung,W,U23,52
2022,100 m,M,18,51
2022,100 m,W,18,51
2022,200 m,M,U23,51
2022,400 m,M,Maenner,51
2022,Diskuswurf,W,Frauen,51
2022,Dreisprung,M,18,51
2022,Dreisprung,W,18,51
2022,Dreisprung,W,20,51
2022,Dreisprung,W,U23,51
2022,Hochsprung,M,U23,51
2022,Hochsprung,W,18,51
2022,Hochsprung,W,20,51
2022,Hochsprung,W,U23,51
2022,Kugelstoss,M,20,51
2022,Stabhochsprung,W,Frauen,51
2022,Weitsprung,M,18,51
2022,Weitsprung,W,18,51
2022,10 km,M,U23,50
2022,10 km,W,U23,50
2022,100 m,M,U23,50
2022,100 m Huerden,W,U23,50
2022,110 m Huerden,M,20,50
2022,1500 m,M,18,50
2022,1500 m,M,20,50
2022,1500 m,M,Maenner,50
2022,200 m,M,18,50
2022,200 m,W,Frauen,50
2022,3000 m,M,20,50
2022,400 m,M,18,50
2022,400 m,M,20,50
2022,400 m Huerden,M,Maenner,50
2022,400 m Huerden,M,U23,50
2022,400 m Huerden,W,Frauen,50
2022,5000 m,M,U23,50
2022,800 m,M,18,50
2022,800 m,M,20,50
2022,800 m,W,18,50
2022,Diskuswurf,M,20,50
2022,Diskuswurf,M,Maenner,50
2022,Diskuswurf,W,18,50
2022,Diskuswurf,W,20,50
2022,Diskuswurf,W,U23,50
2022,Hammerwurf,M,18,50
2022,Hammerwurf,M,U23,50
2022,Hammerwurf,W,20,50
2022,Hammerwurf,W,Frauen,50
2022,Hammerwurf,W,U23,50
2022,Kugelstoss,W,Frauen,50
2022,Kugelstoss,W,U23,50
2022,Marathon,M,Maenner,50
2022,Speerwurf,M,18,50
2022,Speerwurf,M,20,50
2022,Speerwurf,M,Maenner,50
2022,Speerwurf,W,Frauen,50
2022,Stabhochsprung,M,18,50
2022,Stabhochsprung,M,U23,50
2022,Stabhochsprung,W,18,50
2022,10 km,M,Maenner,49
2022,100 m,W,Frauen,49
2022,100 m Huerden,W,18,49
2022,110 m Huerden,M,U23,49
2022,1500 m,M,U23,49
2022,1500 m,W,20,49
2022,1500 m,W,Frauen,49
2022,1500 m,W,U23,49
2022,200 m,W,18,49
2022,200 m,W,U23,49
2022,3000 m,M,18,49
2022,3000 m,W,20,49
2022,400 m,W,18,49
2022,400 m,W,20,49
2022,400 m Huerden,M,18,49
2022,400 m Huerden,W,20,49
2022,400 m Huerden,W,U23,49
2022,5000 m,M,20,49
2022,5000 m,M,Maenner,49
2022,800 m,M,Maenner,49
2022,800 m,M,U23,49
2022,Diskuswurf,M,18,49
2022,Hammerwurf,M,20,49
2022,Hammerwurf,M,Maenner,49
2022,Hammerwurf,W,18,49
2022,Kugelstoss,M,18,49
2022,Kugelstoss,M,Maenner,49
2022,Kugelstoss,W,18,49
2022,Kugelstoss,W,20,49
2022,Speerwurf,M,U23,49
2022,Speerwurf,W,18,49
2022,Weitsprung,M,U23,49
2022,10 000 m,M,Maenner,48
2022,10 km,W,Frauen,48
2022,100 m,W,U23,48
2022,100 m Huerden,W,20,48
2022,1500 m,W,18,48
2022,3000 m,W,18,48
2022,3000 m Hindernis,M,Maenner,48
2022,400 m,M,U23,48
2022,400 m,W,U23,48
2022,400 m Huerden,W,18,48
2022,5000 m,W,Frauen,48
2022,800 m,W,20,48
2022,800 m,W,U23,48
2022,Diskuswurf,M,U23,48
2022,Hochsprung,W,Frauen,48
2022,Kugelstoss,M,U23,48
2022,Marathon,W,Frauen,48
2022,Speerwurf,W,U23,48
2022,Stabhochsprung,M,Maenner,48
2022,100 m,W,20,47
2022,100 m Huerden,W,Frauen,47
2022,110 m Huerden,M,Maenner,47
2022,400 m,W,Frauen,47
2022,400 m Huerden,M,20,47
2022,5000 m,W,U23,47
2022,800 m,W,Frauen,47
2022,Speerwurf,W,20,47
2022,10 000 m,W,Frauen,46
2022,200 m,W,20,46
2022,5000 m,W,20,46
2022,2000 m Hindernis,M,18,39
2022,3000 m Hindernis,W,Frauen,36
2022,10 000 m,M,U23,32
2022,2000 m Hindernis,W,18,28
2022,10 000 m,W,U23,25
2022,3000 m Hindernis,M,U23,17
2022,3000 m Hindernis,W,U23,16
2023,Hochsprung,M,20,63
2023,Stabhochsprung,M,U23,57
2023,Hochsprung,M,18,56
2023,Hochsprung,W,18,54
2023,100 m,M,18,53
2023,200 m,M,18,53
2023,Hochsprung,W,20,53
2023,Stabhochsprung,M,18,53
2023,200 m,M,20,52
2023,Hochsprung,W,Frauen,52
2023,Weitsprung,W,18,52
2023,100 m,M,20,51
2023,100 m,M,Maenner,51
2023,400 m,M,U23,51
2023,Diskuswurf,M,U23,51
2023,Dreisprung,W,18,51
2023,Dreisprung,W,Frauen,51
2023,Kugelstoss,M,Maenner,51
2023,Weitsprung,M,U23,51
2023,10 000 m,M,Maenner,50
2023,10 km,M,U23,50
2023,10 km,W,U23,50
2023,110 m Huerden,M,18,50
2023,110 m Huerden,M,U23,50
2023,1500 m,M,20,50
2023,1500 m,M,Maenner,50
2023,1500 m,M,U23,50
2023,1500 m,W,U23,50
2023,200 m,M,Maenner,50
2023,200 m,M,U23,50
2023,200 m,W,18,50
2023,200 m,W,20,50
2023,2000 m Hindernis,M,18,50
2023,3000 m,M,20,50
2023,3000 m,W,18,50
2023,3000 m,W,20,50
2023,400 m,M,18,50
2023,400 m,M,20,50
2023,400 m,M,Maenner,50
2023,400 m Huerden,M,18,50
2023,400 m Huerden,M,20,50
2023,400 m Huerden,M,Maenner,50
2023,400 m Huerden,M,U23,50
2023,400 m Huerden,W,18,50
2023,400 m Huerden,W,20,50
2023,5000 m,W,20,50
2023,5000 m,W,U23,50
2023,800 m,M,18,50
2023,800 m,M,20,50
2023,800 m,M,Maenner,50
2023,800 m,M,U23,50
2023,800 m,W,Frauen,50
2023,Diskuswurf,M,18,50
2023,Diskuswurf,M,20,50
2023,Diskuswurf,M,Maenner,50
2023,Diskuswurf,W,18,50
2023,Dreisprung,M,18,50
2023,Dreisprung,M,20,50
2023,Dreisprung,M,U23,50
2023,Dreisprung,W,20,50
2023,Dreisprung,W,U23,50
2023,Hammerwurf,W,Frauen,50
2023,Hammerwurf,W,U23,50
2023,Hochsprung,M,U23,50
2023,Kugelstoss,M,18,50
2023,Kugelstoss,M,20,50
2023,Kugelstoss,M,U23,50
2023,Kugelstoss,W,18,50
2023,Kugelstoss,W,Frauen,50
2023,Kugelstoss,W,U23,50
2023,Speerwurf,M,20,50
2023,Speerwurf,M,Maenner,50
2023,Speerwurf,M,U23,50
2023,Speerwurf,W,Frauen,50
2023,Stabhochsprung,M,20,50
2023,Weitsprung,M,18,50
2023,Weitsprung,M,20,50
2023,Weitsprung,M,Maenner,50
2023,Weitsprung,W,20,50
2023,10 000 m,W,Frauen,49
2023,100 m,M,U23,49
2023,100 m,W,18,49
2023,100 m,W,20,49
2023,100 m Huerden,W,20,49
2023,110 m Huerden,M,20,49
2023,1500 m,W,18,49
2023,1500 m,W,20,49
2023,400 m,W,18,49
2023,400 m,W,20,49
2023,400 m,W,U23,49
2023,400 m Huerden,W,Frauen,49
2023,400 m Huerden,W,U23,49
2023,5000 m,M,Maenner,49
2023,5000 m,M,U23,49
2023,800 m,W,18,49
2023,800 m,W,20,49
2023,800 m,W,U23,49
2023,Diskuswurf,W,20,49
2023,Dreisprung,M,Maenner,49
2023,Hammerwurf,M,18,49
2023,Hammerwurf,M,20,49
2023,Hammerwurf,M,U23,49
2023,Hammerwurf,W,18,49
2023,Hammerwurf,W,20,49
2023,Hochsprung,M,Maenner,49
2023,Hochsprung,W,U23,49
2023,Kugelstoss,W,20,49
2023,Marathon,W,Frauen,49
2023,Speerwurf,M,18,49
2023,Speerwurf,W,18,49
2023,Speerwurf,W,20,49
2023,Speerwurf,W,U23,49
2023,Stabhochsprung,M,Maenner,49
2023,Weitsprung,W,Frauen,49
2023,Weitsprung,W,U23,49
2023,10 km,M,Maenner,48
2023,10 km,W,Frauen,48
2023,100 m,W,Frauen,48
2023,100 m,W,U23,48
2023,100 m Huerden,W,18,48
2023,100 m Huerden,W,U23,48
2023,110 m Huerden,M,Maenner,48
2023,1500 m,W,Frauen,48
2023,200 m,W,Frauen,48
2023,200 m,W,U23,48
2023,3000 m Hindernis,M,Maenner,48
2023,400 m,W,Frauen,48
2023,5000 m,W,Frauen,48
2023,Diskuswurf,W,Frauen,48
2023,Diskuswurf,W,U23,48
2023,Hammerwurf,M,Maenner,48
2023,Stabhochsprung,W,18,48
2023,Stabhochsprung,W,Frauen,48
2023,Stabhochsprung,W,U23,48
2023,5000 m,M,20,47
2023,100 m Huerden,W,Frauen,46
2023,2000 m Hindernis,W,18,46
2023,Stabhochsprung,W,20,45
2023,3000 m,M,18,43
2023,1500 m,M,18,42
2023,3000 m Hindernis,W,Frauen,36
2023,10 000 m,M,U23,34
2023,Marathon,M,Maenner,28
2023,10 000 m,W,U23,20
2023,3000 m Hindernis,M,U23,17
2023,3000 m Hindernis,W,U23,17
2024,Hochsprung,W,18,58
2024,Hochsprung,M,20,54
2024,Hochsprung,W,U23,54
2024,Stabhochsprung,M,18,54
2024,Stabhochsprung,M,Maenner,53
2024,Stabhochsprung,W,18,53
2024,100 m,M,Maenner,52
2024,100 m Huerden,W,20,52
2024,200 m,M,20,52
2024,Hochsprung,W,20,52
2024,Stabhochsprung,W,Frauen,52
2024,Weitsprung,M,20,52
2024,10 km,M,U23,51
2024,100 m,M,18,51
2024,200 m,M,18,51
2024,400 m,W,18,51
2024,400 m,W,20,51
2024,Kugelstoss,M,18,51
2024,Stabhochsprung,M,20,51
2024,Stabhochsprung,W,20,51
2024,10 000 m,M,Maenner,50
2024,10 km,M,Maenner,50
2024,10 km,W,Frauen,50
2024,10 km,W,U23,50
2024,100 m,M,U23,50
2024,100 m,W,20,50
2024,100 m Huerden,W,18,50
2024,110 m Huerden,M,20,50
2024,110 m Huerden,M,U23,50
2024,1500 m,M,20,50
2024,1500 m,M,Maenner,50
2024,1500 m,M,U23,50
2024,1500 m,W,18,50
2024,1500 m,W,20,50
2024,1500 m,W,U23,50
2024,200 m,M,Maenner,50
2024,200 m,M,U23,50
2024,2000 m Hindernis,M,18,50
2024,2000 m Hindernis,W,18,50
2024,400 m Huerden,M,Maenner,50
2024,400 m Huerden,M,U23,50
2024,5000 m,M,20,50
2024,5000 m,M,U23,50
2024,5000 m,W,20,50
2024,5000 m,W,U23,50
2024,800 m,M,20,50
2024,800 m,M,Maenner,50
2024,800 m,M,U23,50
2024,800 m,W,18,50
2024,800 m,W,20,50
2024,Diskuswurf,M,U23,50
2024,Dreisprung,W,18,50
2024,Dreisprung,W,20,50
2024,Dreisprung,W,Frauen,50
2024,Dreisprung,W,U23,50
2024,Hochsprung,M,18,50
2024,Hochsprung,M,Maenner,50
2024,Hochsprung,M,U23,50
2024,Marathon,M,Maenner,50
2024,Marathon,W,Frauen,50
2024,Speerwurf,M,20,50
2024,Speerwurf,M,U23,50
2024,Speerwurf,W,20,50
2024,Speerwurf,W,Frauen,50
2024,Stabhochsprung,M,U23,50
2024,Stabhochsprung,W,U23,50
2024,Weitsprung,M,18,50
2024,Weitsprung,M,U23,50
2024,Weitsprung,W,18,50
2024,Weitsprung,W,Frauen,50
2024,10 000 m,W,Frauen,49
2024,100 m,M,20,49
2024,100 m,W,18,49
2024,100 m,W,Frauen,49
2024,100 m Huerden,W,U23,49
2024,110 m Huerden,M,18,49
2024,1500 m,W,Frauen,49
2024,3000 m,M,18,49
2024,3000 m,W,18,49
2024,3000 m,W,20,49
2024,3000 m Hindernis,M,Maenner,49
2024,3000 m Hindernis,W,Frauen,49
2024,400 m,M,Maenner,49
2024,400 m Huerden,W,18,49
2024,400 m Huerden,W,20,49
2024,400 m Huerden,W,U23,49
2024,5000 m,M,Maenner,49
2024,5000 m,W,Frauen,49
2024,800 m,W,Frauen,49
2024,800 m,W,U23,49
2024,Diskuswurf,M,18,49
2024,Diskuswurf,M,20,49
2024,Dreisprung,M,18,49
2024,Dreisprung,M,20,49
2024,Hammerwurf,W,18,49
2024,Hammerwurf,W,20,49
2024,Hammerwurf,W,Frauen,49
2024,Hammerwurf,W,U23,49
2024,Kugelstoss,M,U23,49
2024,Kugelstoss,W,18,49
2024,Kugelstoss,W,20,49
2024,Kugelstoss,W,Frauen,49
2024,Kugelstoss,W,U23,49
2024,Speerwurf,M,Maenner,49
2024,Speerwurf,W,U23,49
2024,Weitsprung,M,Maenner,49
2024,100 m,W,U23,48
2024,100 m Huerden,W,Frauen,48
2024,3000 m,M,20,48
2024,400 m,M,18,48
2024,400 m,M,20,48
2024,400 m,M,U23,48
2024,400 m,W,U23,48
2024,400 m Huerden,M,18,48
2024,400 m Huerden,W,Frauen,48
2024,Diskuswurf,M,Maenner,48
2024,Diskuswurf,W,18,48
2024,Diskuswurf,W,20,48
2024,Diskuswurf,W,Frauen,48
2024,Dreisprung,M,U23,48
2024,Hammerwurf,M,18,48
2024,Hammerwurf,M,20,48
2024,Hochsprung,W,Frauen,48
2024,Kugelstoss,M,20,48
2024,Kugelstoss,M,Maenner,48
2024,Speerwurf,W,18,48
2024,110 m Huerden,M,Maenner,47
2024,200 m,W,20,47
2024,400 m,W,Frauen,47
2024,Diskuswurf,W,U23,47
2024,Dreisprung,M,Maenner,47
2024,Hammerwurf,M,Maenner,47
2024,Speerwurf,M,18,47
2024,Weitsprung,W,20,47
2024,Weitsprung,W,U23,47
2024,200 m,W,Frauen,46
2024,400 m Huerden,M,20,46
2024,200 m,W,18,45
2024,200 m,W,U23,45
2024,Hammerwurf,M,U23,42
2024,10 000 m,M,U23,41
2024,3000 m Hindernis,M,U23,40
2024,3000 m Hindernis,W,U23,38
2024,1500 m,M,18,26
2024,10 000 m,W,U23,23
2024,3000 m Hindernis,M,20,23
2024,800 m,M,18,23
2024,3000 m Hindernis,W,20,18
