jahr,disziplin,geschlecht,altersklasse,anzahl_leistungen
2006,Diskuswurf,W,U23,30
2006,Hammerwurf,M,U23,30
2006,Hammerwurf,W,U23,30
2006,Hochsprung,W,U23,30
2006,Kugelstoss,M,U23,30
2006,Kugelstoss,W,U23,30
2006,Speerwurf,M,U23,30
2006,Speerwurf,W,U23,30
2006,Stabhochsprung,W,U23,30
2006,Weitsprung,M,U23,30
2006,Weitsprung,W,U23,30
2006,100 m Huerden,W,U23,29
2006,400 m,W,U23,29
2006,5000 m,W,U23,29
2006,800 m,M,U23,29
2006,200 m,W,U23,28
2006,3000 m Hindernis,M,U23,28
2006,100 m,W,U23,27
2006,110 m Huerden,M,U23,27
2006,100 m,M,U23,25
2006,10 000 m,M,U23,24
2006,Dreisprung,M,U23,24
2006,Dreisprung,W,U23,23
2006,10 000 m,W,U23,20
2006,3000 m Hindernis,W,U23,19
2007,Hochsprung,W,20,67
2007,Stabhochsprung,M,Maenner,62
2007,Weitsprung,W,18,61
2007,Dreisprung,W,20,57
2007,Stabhochsprung,M,18,57
2007,Stabhochsprung,W,18,56
2007,Stabhochsprung,M,20,55
2007,400 m,W,20,54
2007,Hochsprung,M,18,54
2007,400 m,W,18,53
2007,Hochsprung,M,Maenner,53
2007,Hochsprung,W,18,53
2007,Hochsprung,W,Frauen,53
2007,10 km,W,Frauen,52
2007,Stabhochsprung,W,Frauen,52
2007,Weitsprung,W,20,52
2007,1500 m,W,Frauen,51
2007,Dreisprung,W,Frauen,51
2007,Hochsprung,M,20,51
2007,Kugelstoss,W,20,51
2007,Marathon,M,Maenner,51
2007,Speerwurf,M,20,51
2007,10 km,M,Maenner,50
2007,1500 m,M,18,50
2007,1500 m,M,20,50
2007,1500 m,W,18,50
2007,1500 m,W,20,50
2007,3000 m Hindernis,M,Maenner,50
2007,400 m,M,18,50
2007,400 m,W,Frauen,50
2007,400 m Huerden,M,18,50
2007,400 m Huerden,M,20,50
2007,400 m Huerden,M,Maenner,50
2007,400 m Huerden,W,20,50
2007,400 m Huerden,W,Frauen,50
2007,800 m,M,18,50
2007,800 m,M,20,50
2007,800 m,W,18,50
2007,800 m,W,20,50
2007,800 m,W,Frauen,50
2007,Diskuswurf,M,18,50
2007,Diskuswurf,M,20,50
2007,Diskuswurf,M,Maenner,50
2007,Diskuswurf,W,18,50
2007,Diskuswurf,W,20,50
2007,Diskuswurf,W,Frauen,50
2007,Hammerwurf,M,18,50
2007,Hammerwurf,M,20,50
2007,Hammerwurf,M,Maenner,50
2007,Hammerwurf,W,20,50
2007,Hammerwurf,W,Frauen,50
2007,Kugelstoss,M,18,50
2007,Kugelstoss,M,20,50
2007,Kugelstoss,W,18,50
2007,Marathon,W,Frauen,50
2007,Speerwurf,M,18,50
2007,Speerwurf,M,Maenner,50
2007,Speerwurf,W,Frauen,50
2007,1500 m,M,Maenner,49
2007,3000 m,M,20,49
2007,3000 m,W,20,49
2007,400 m,M,20,49
2007,400 m,M,Maenner,49
2007,400 m Huerden,W,18,49
2007,5000 m,W,20,49
2007,800 m,M,Maenner,49
2007,Dreisprung,M,20,49
2007,Hammerwurf,W,18,49
2007,Kugelstoss,M,Maenner,49
2007,Kugelstoss,W,Frauen,49
2007,Speerwurf,W,18,49
2007,Stabhochsprung,W,20,49
2007,100 m,M,Maenner,48
2007,3000 m,W,18,48
2007,5000 m,M,Maenner,48
2007,5000 m,W,Frauen,48
2007,Dreisprung,W,18,48
2007,Speerwurf,W,20,48
2007,3000 m,M,18,47
2007,5000 m,M,20,47
2007,Dreisprung,M,18,47
2007,Weitsprung,M,Maenner,47
2007,Weitsprung,W,Frauen,47
2007,10 000 m,M,Maenner,46
2007,100 m,W,18,45
2007,2000 m Hindernis,M,18,45
2007,100 m,W,Frauen,44
2007,200 m,W,18,44
2007,Dreisprung,M,Maenner,44
2007,100 m,M,20,43
2007,100 m Huerden,W,18,43
2007,200 m,M,Maenner,43
2007,110 m Huerden,M,18,42
2007,Stabhochsprung,M,U23,42
2007,100 m,M,18,41
2007,Weitsprung,M,18,41
2007,Weitsprung,M,20,41
2007,10 000 m,W,Frauen,39
2007,100 m,W,20,39
2007,110 m Huerden,M,Maenner,39
2007,200 m,W,Frauen,39
2007,200 m,W,20,38
2007,100 m Huerden,W,Frauen,37
2007,Hochsprung,W,U23,37
2007,110 m Huerden,M,20,36
2007,200 m,M,18,35
2007,200 m,M,20,33
2007,Hochsprung,M,U23,33
2007,Stabhochsprung,W,U23,33
2007,3000 m Hindernis,W,Frauen,32
2007,Dreisprung,W,U23,32
2007,10 km,W,U23,31
2007,5000 m,M,U23,31
2007,Speerwurf,M,U23,31
2007,10 km,M,U23,30
2007,1500 m,W,U23,30
2007,3000 m Hindernis,M,U23,30
2007,400 m,W,U23,30
2007,400 m Huerden,M,U23,30
2007,400 m Huerden,W,U23,30
2007,800 m,W,U23,30
2007,Diskuswurf,M,U23,30
2007,Diskuswurf,W,U23,30
2007,Hammerwurf,M,U23,30
2007,Hammerwurf,W,U23,30
2007,Kugelstoss,M,U23,30
2007,Kugelstoss,W,U23,30
2007,Speerwurf,W,U23,30
2007,1500 m,M,U23,29
2007,400 m,M,U23,29
2007,800 m,M,U23,29
2007,Weitsprung,W,U23,29
2007,100 m,M,U23,28
2007,5000 m,W,U23,28
2007,Weitsprung,M,U23,28
2007,100 m Huerden,W,20,27
2007,Dreisprung,M,U23,27
2007,10 000 m,M,U23,26
2007,100 m,W,U23,26
2007,200 m,M,U23,25
2007,100 m Huerden,W,U23,22
2007,110 m Huerden,M,U23,22
2007,200 m,W,U23,21
2007,3000 m Hindernis,W,U23,20
2007,10 000 m,W,U23,17
2008,Hochsprung,W,20,60
2008,Hochsprung,M,18,59
2008,Hochsprung,W,18,58
2008,400 m,M,20,53
2008,Stabhochsprung,M,Maenner,53
2008,400 m,M,18,51
2008,400 m,W,18,51
2008,400 m Huerden,M,18,51
2008,400 m Huerden,M,20,51
2008,Hammerwurf,W,20,51
2008,Hochsprung,M,20,51
2008,Hochsprung,W,Frauen,51
2008,Kugelstoss,W,18,51
2008,Stabhochsprung,M,18,51
2008,10 km,W,Frauen,50
2008,1500 m,M,18,50
2008,1500 m,M,20,50
2008,1500 m,W,18,50
2008,1500 m,W,20,50
2008,1500 m,W,Frauen,50
2008,2000 m Hindernis,M,18,50
2008,3000 m Hindernis,M,Maenner,50
2008,400 m,W,20,50
2008,400 m,W,Frauen,50
2008,400 m Huerden,M,Maenner,50
2008,400 m Huerden,W,18,50
2008,400 m Huerden,W,20,50
2008,400 m Huerden,W,Frauen,50
2008,800 m,M,18,50
2008,800 m,M,20,50
2008,800 m,W,18,50
2008,800 m,W,20,50
2008,800 m,W,Frauen,50
2008,Diskuswurf,M,18,50
2008,Diskuswurf,M,20,50
2008,Diskuswurf,W,18,50
2008,Diskuswurf,W,20,50
2008,Diskuswurf,W,Frauen,50
2008,Hammerwurf,M,18,50
2008,Hammerwurf,M,20,50
2008,Hammerwurf,M,Maenner,50
2008,Hammerwurf,W,18,50
2008,Hammerwurf,W,Frauen,50
2008,Hochsprung,M,Maenner,50
2008,Kugelstoss,M,20,50
2008,Kugelstoss,W,20,50
2008,Speerwurf,M,18,50
2008,Speerwurf,M,20,50
2008,Speerwurf,M,Maenner,50
2008,Speerwurf,W,20,50
2008,Stabhochsprung,M,20,50
2008,Weitsprung,W,18,50
2008,400 m,M,Maenner,49
2008,5000 m,W,Frauen,49
2008,Diskuswurf,M,Maenner,49
2008,Kugelstoss,M,18,49
2008,Kugelstoss,M,Maenner,49
2008,Kugelstoss,W,Frauen,49
2008,Marathon,W,Frauen,49
2008,Speerwurf,W,18,49
2008,Speerwurf,W,Frauen,49
2008,Stabhochsprung,W,20,49
2008,Stabhochsprung,W,Frauen,49
2008,Weitsprung,W,20,49
2008,10 km,M,Maenner,48
2008,1500 m,M,Maenner,48
2008,3000 m,M,20,48
2008,5000 m,M,Maenner,48
2008,800 m,M,Maenner,48
2008,Stabhochsprung,W,18,48
2008,Weitsprung,M,20,48
2008,3000 m,W,20,47
2008,5000 m,M,20,47
2008,Marathon,M,Maenner,47
2008,200 m,M,20,46
2008,3000 m,M,18,46
2008,Dreisprung,M,Maenner,46
2008,Dreisprung,W,18,46
2008,Weitsprung,M,18,46
2008,100 m,M,18,45
2008,100 m,W,18,45
2008,100 m,W,Frauen,45
2008,200 m,W,18,45
2008,3000 m,W,18,45
2008,200 m,M,18,44
2008,Dreisprung,W,20,44
2008,110 m Huerden,M,20,43
2008,5000 m,W,20,43
2008,Dreisprung,M,20,43
2008,Dreisprung,W,Frauen,43
2008,Weitsprung,W,Frauen,43
2008,100 m,M,Maenner,42
2008,200 m,W,20,42
2008,Dreisprung,M,18,42
2008,10 000 m,M,Maenner,41
2008,100 m,M,20,41
2008,100 m,W,20,41
2008,Weitsprung,M,Maenner,41
2008,200 m,M,Maenner,39
2008,100 m Huerden,W,20,38
2008,100 m Huerden,W,Frauen,38
2008,110 m Huerden,M,Maenner,36
2008,Hochsprung,M,U23,36
2008,100 m Huerden,W,18,35
2008,110 m Huerden,M,18,35
2008,3000 m Hindernis,W,Frauen,35
2008,10 000 m,W,Frauen,34
2008,Stabhochsprung,M,U23,33
2008,10 km,M,U23,31
2008,800 m,W,U23,31
2008,10 km,W,U23,30
2008,1500 m,M,U23,30
2008,1500 m,W,U23,30
2008,200 m,W,Frauen,30
2008,3000 m Hindernis,M,U23,30
2008,400 m,W,U23,30
2008,400 m Huerden,M,U23,30
2008,400 m Huerden,W,U23,30
2008,800 m,M,U23,30
2008,Diskuswurf,M,U23,30
2008,Diskuswurf,W,U23,30
2008,Hammerwurf,M,U23,30
2008,Hammerwurf,W,U23,30
2008,Hochsprung,W,U23,30
2008,Kugelstoss,M,U23,30
2008,Kugelstoss,W,U23,30
2008,Speerwurf,M,U23,30
2008,400 m,M,U23,29
2008,5000 m,M,U23,29
2008,5000 m,W,U23,29
2008,Speerwurf,W,U23,29
2008,Stabhochsprung,W,U23,29
2008,100 m,M,U23,28
2008,200 m,M,U23,28
2008,Dreisprung,M,U23,28
2008,Weitsprung,W,U23,28
2008,Dreisprung,W,U23,26
2008,Weitsprung,M,U23,26
2008,100 m,W,U23,24
2008,110 m Huerden,M,U23,24
2008,10 000 m,M,U23,23
2008,10 000 m,W,U23,23
2008,200 m,W,U23,22
2008,3000 m Hindernis,W,U23,21
2008,100 m Huerden,W,U23,19
2009,Stabhochsprung,M,Maenner,63
2009,Hochsprung,M,18,60
2009,Hochsprung,W,Frauen,57
2009,Hochsprung,M,20,55
2009,Stabhochsprung,W,20,55
2009,Hochsprung,M,Maenner,53
2009,Stabhochsprung,M,20,52
2009,100 m,M,18,51
2009,100 m,M,20,51
2009,400 m,W,18,51
2009,400 m Huerden,M,Maenner,51
2009,Diskuswurf,M,18,51
2009,Hochsprung,W,18,51
2009,Hochsprung,W,20,51
2009,Stabhochsprung,W,Frauen,51
2009,10 km,W,Frauen,50
2009,1500 m,M,18,50
2009,1500 m,M,20,50
2009,1500 m,W,Frauen,50
2009,200 m,W,Frauen,50
2009,3000 m Hindernis,M,Maenner,50
2009,400 m,M,18,50
2009,400 m,M,20,50
2009,400 m,M,Maenner,50
2009,400 m,W,20,50
2009,400 m Huerden,M,20,50
2009,400 m Huerden,W,18,50
2009,400 m Huerden,W,20,50
2009,400 m Huerden,W,Frauen,50
2009,5000 m,W,Frauen,50
2009,800 m,M,18,50
2009,800 m,M,20,50
2009,800 m,W,20,50
2009,800 m,W,Frauen,50
2009,Diskuswurf,M,20,50
2009,Diskuswurf,M,Maenner,50
2009,Diskuswurf,W,18,50
2009,Diskuswurf,W,20,50
2009,Diskuswurf,W,Frauen,50
2009,Hammerwurf,M,18,50
2009,Hammerwurf,M,20,50
2009,Hammerwurf,M,Maenner,50
2009,Hammerwurf,W,18,50
2009,Hammerwurf,W,20,50
2009,Hammerwurf,W,Frauen,50
2009,Kugelstoss,M,20,50
2009,Kugelstoss,W,18,50
2009,Kugelstoss,W,20,50
2009,Kugelstoss,W,Frauen,50
2009,Speerwurf,M,20,50
2009,Speerwurf,M,Maenner,50
2009,Speerwurf,W,18,50
2009,Speerwurf,W,20,50
2009,Stabhochsprung,M,18,50
2009,Stabhochsprung,W,18,50
2009,10 km,M,Maenner,49
2009,1500 m,W,18,49
2009,1500 m,W,20,49
2009,3000 m,M,18,49
2009,3000 m,M,20,49
2009,400 m,W,Frauen,49
2009,400 m Huerden,M,18,49
2009,5000 m,M,Maenner,49
2009,5000 m,W,20,49
2009,800 m,W,18,49
2009,Kugelstoss,M,18,49
2009,Kugelstoss,M,Maenner,49
2009,Marathon,M,Maenner,49
2009,Speerwurf,M,18,49
2009,Speerwurf,W,Frauen,49
2009,10 000 m,M,Maenner,48
2009,100 m,W,18,48
2009,100 m,W,20,48
2009,100 m,W,Frauen,48
2009,1500 m,M,Maenner,48
2009,200 m,W,18,48
2009,2000 m Hindernis,M,18,48
2009,800 m,M,Maenner,48
2009,Marathon,W,Frauen,48
2009,100 m,M,Maenner,47
2009,200 m,W,20,47
2009,100 m Huerden,W,18,46
2009,3000 m,W,18,46
2009,3000 m,W,20,46
2009,5000 m,M,20,46
2009,110 m Huerden,M,Maenner,45
2009,200 m,M,Maenner,45
2009,100 m Huerden,W,20,44
2009,Weitsprung,M,Maenner,44
2009,Dreisprung,M,18,43
2009,10 000 m,W,Frauen,42
2009,110 m Huerden,M,18,42
2009,Weitsprung,M,18,42
2009,Dreisprung,W,20,41
2009,200 m,M,18,40
2009,Dreisprung,M,20,40
2009,Weitsprung,W,18,40
2009,Weitsprung,W,20,40
2009,Weitsprung,W,Frauen,40
2009,Dreisprung,W,18,39
2009,100 m Huerden,W,Frauen,38
2009,110 m Huerden,M,20,38
2009,200 m,M,20,38
2009,Dreisprung,W,Frauen,38
2009,Weitsprung,M,20,38
2009,Dreisprung,M,Maenner,37
2009,Hochsprung,W,U23,35
2009,Stabhochsprung,M,U23,35
2009,100 m,M,U23,32
2009,Hochsprung,M,U23,32
2009,10 km,W,U23,31
2009,10 km,M,U23,30
2009,100 m,W,U23,30
2009,1500 m,M,U23,30
2009,1500 m,W,U23,30
2009,400 m,M,U23,30
2009,400 m,W,U23,30
2009,400 m Huerden,M,U23,30
2009,400 m Huerden,W,U23,30
2009,5000 m,M,U23,30
2009,5000 m,W,U23,30
2009,800 m,W,U23,30
2009,Diskuswurf,M,U23,30
2009,Diskuswurf,W,U23,30
2009,Hammerwurf,M,U23,30
2009,Hammerwurf,W,U23,30
2009,Kugelstoss,M,U23,30
2009,Speerwurf,M,U23,30
2009,Stabhochsprung,W,U23,30
2009,200 m,W,U23,29
2009,3000 m Hindernis,M,U23,29
2009,3000 m Hindernis,W,Frauen,29
2009,800 m,M,U23,29
2009,Kugelstoss,W,U23,29
2009,Speerwurf,W,U23,29
2009,10 000 m,M,U23,28
2009,10 000 m,W,U23,28
2009,200 m,M,U23,28
2009,Weitsprung,M,U23,26
2009,100 m Huerden,W,U23,24
2009,110 m Huerden,M,U23,24
2009,Dreisprung,M,U23,24
2009,Dreisprung,W,U23,22
2009,Weitsprung,W,U23,22
2009,3000 m Hindernis,W,U23,16
2010,Stabhochsprung,M,18,60
2010,Hochsprung,M,18,58
2010,Hochsprung,M,Maenner,58
2010,Stabhochsprung,W,18,56
2010,Hochsprung,W,20,54
2010,Hochsprung,M,20,52
2010,Hochsprung,W,18,52
2010,Hochsprung,W,Frauen,52
2010,Stabhochsprung,W,20,52
2010,Weitsprung,W,20,52
2010,400 m,M,20,51
2010,400 m,W,18,51
2010,400 m,W,Frauen,51
2010,400 m Huerden,M,18,51
2010,Kugelstoss,W,18,51
2010,Stabhochsprung,M,20,51
2010,1500 m,M,18,50
2010,1500 m,M,20,50
2010,1500 m,W,18,50
2010,1500 m,W,20,50
2010,1500 m,W,Frauen,50
2010,2000 m Hindernis,M,18,50
2010,3000 m Hindernis,M,Maenner,50
2010,400 m,M,Maenner,50
2010,400 m,W,20,50
2010,400 m Huerden,M,20,50
2010,400 m Huerden,M,Maenner,50
2010,400 m Huerden,W,18,50
2010,400 m Huerden,W,20,50
2010,400 m Huerden,W,Frauen,50
2010,800 m,M,18,50
2010,800 m,M,20,50
2010,800 m,M,Maenner,50
2010,800 m,W,18,50
2010,800 m,W,20,50
2010,800 m,W,Frauen,50
2010,Diskuswurf,M,20,50
2010,Diskuswurf,M,Maenner,50
2010,Diskuswurf,W,18,50
2010,Diskuswurf,W,20,50
2010,Diskuswurf,W,Frauen,50
2010,Hammerwurf,M,20,50
2010,Hammerwurf,M,Maenner,50
2010,Hammerwurf,W,18,50
2010,Hammerwurf,W,20,50
2010,Hammerwurf,W,Frauen,50
2010,Kugelstoss,M,18,50
2010,Kugelstoss,M,20,50
2010,Kugelstoss,W,20,50
2010,Kugelstoss,W,Frauen,50
2010,Speerwurf,M,20,50
2010,Speerwurf,M,Maenner,50
2010,Speerwurf,W,18,50
2010,Speerwurf,W,20,50
2010,Speerwurf,W,Frauen,50
2010,Stabhochsprung,M,Maenner,50
2010,Stabhochsprung,W,Frauen,50
2010,10 km,M,Maenner,49
2010,1500 m,M,Maenner,49
2010,400 m,M,18,49
2010,5000 m,M,Maenner,49
2010,Diskuswurf,M,18,49
2010,Hammerwurf,M,18,49
2010,Kugelstoss,M,Maenner,49
2010,Marathon,M,Maenner,49
2010,Marathon,W,Frauen,49
2010,Speerwurf,M,18,49
2010,10 km,W,Frauen,48
2010,100 m,M,18,48
2010,100 m,W,18,48
2010,200 m,W,Frauen,48
2010,5000 m,M,20,48
2010,5000 m,W,Frauen,48
2010,Dreisprung,M,18,48
2010,Weitsprung,W,Frauen,48
2010,10 000 m,M,Maenner,47
2010,100 m Huerden,W,18,47
2010,200 m,W,20,47
2010,110 m Huerden,M,Maenner,46
2010,3000 m,W,18,46
2010,Weitsprung,W,18,46
2010,100 m,M,20,45
2010,100 m Huerden,W,Frauen,45
2010,3000 m,W,20,45
2010,Dreisprung,W,Frauen,45
2010,100 m,M,Maenner,44
2010,100 m,W,20,44
2010,200 m,M,18,44
2010,3000 m,M,18,44
2010,5000 m,W,20,44
2010,100 m,W,Frauen,43
2010,110 m Huerden,M,18,43
2010,200 m,W,18,43
2010,3000 m,M,20,43
2010,Dreisprung,M,20,43
2010,Weitsprung,M,20,43
2010,Weitsprung,M,Maenner,43
2010,100 m Huerden,W,20,42
2010,200 m,M,Maenner,42
2010,10 000 m,W,Frauen,41
2010,3000 m Hindernis,W,Frauen,41
2010,Weitsprung,M,18,41
2010,Dreisprung,W,20,40
2010,200 m,M,20,39
2010,Dreisprung,M,Maenner,39
2010,Dreisprung,W,18,39
2010,Hochsprung,M,U23,37
2010,110 m Huerden,M,20,36
2010,Stabhochsprung,W,U23,36
2010,400 m,W,U23,31
2010,Hochsprung,W,U23,31
2010,10 km,M,U23,30
2010,10 km,W,U23,30
2010,100 m Huerden,W,U23,30
2010,1500 m,M,U23,30
2010,1500 m,W,U23,30
2010,3000 m Hindernis,M,U23,30
2010,400 m,M,U23,30
2010,400 m Huerden,M,U23,30
2010,400 m Huerden,W,U23,30
2010,5000 m,M,U23,30
2010,800 m,M,U23,30
2010,800 m,W,U23,30
2010,Diskuswurf,W,U23,30
2010,Hammerwurf,M,U23,30
2010,Hammerwurf,W,U23,30
2010,Kugelstoss,M,U23,30
2010,Kugelstoss,W,U23,30
2010,Speerwurf,M,U23,30
2010,Speerwurf,W,U23,30
2010,Weitsprung,W,U23,30
2010,200 m,W,U23,29
2010,Diskuswurf,M,U23,29
2010,Stabhochsprung,M,U23,29
2010,100 m,M,U23,28
2010,110 m Huerden,M,U23,28
2010,5000 m,W,U23,28
2010,Dreisprung,M,U23,28
2010,Dreisprung,W,U23,28
2010,100 m,W,U23,25
2010,Weitsprung,M,U23,25
2010,10 000 m,M,U23,24
2010,200 m,M,U23,24
2010,3000 m Hindernis,W,U23,23
2010,10 000 m,W,U23,20
2011,Stabhochsprung,W,20,61
2011,Hochsprung,W,20,60
2011,Hochsprung,M,20,56
2011,Stabhochsprung,M,20,55
2011,Stabhochsprung,W,18,55
2011,Hochsprung,M,Maenner,53
2011,Weitsprung,W,20,53
2011,Hochsprung,W,Frauen,52
2011,Speerwurf,M,Maenner,52
2011,Stabhochsprung,M,18,52
2011,10 km,W,Frauen,51
2011,1500 m,M,18,51
2011,1500 m,M,Maenner,51
2011,400 m,W,Frauen,51
2011,400 m Huerden,W,18,51
2011,800 m,W,18,51
2011,Hochsprung,W,18,51
2011,10 km,M,Maenner,50
2011,100 m,M,Maenner,50
2011,1500 m,W,18,50
2011,1500 m,W,20,50
2011,1500 m,W,Frauen,50
2011,400 m,M,20,50
2011,400 m,M,Maenner,50
2011,400 m Huerden,M,18,50
2011,400 m Huerden,M,20,50
2011,400 m Huerden,M,Maenner,50
2011,400 m Huerden,W,Frauen,50
2011,800 m,M,18,50
2011,800 m,M,20,50
2011,800 m,W,20,50
2011,Diskuswurf,W,18,50
2011,Diskuswurf,W,20,50
2011,Diskuswurf,W,Frauen,50
2011,Hammerwurf,M,Maenner,50
2011,Hammerwurf,W,18,50
2011,Hammerwurf,W,20,50
2011,Hammerwurf,W,Frauen,50
2011,Kugelstoss,M,Maenner,50
2011,Kugelstoss,W,18,50
2011,Kugelstoss,W,20,50
2011,Kugelstoss,W,Frauen,50
2011,Speerwurf,M,18,50
2011,Speerwurf,W,18,50
2011,Speerwurf,W,20,50
2011,Speerwurf,W,Frauen,50
2011,Stabhochsprung,W,Frauen,50
2011,1500 m,M,20,49
2011,3000 m,M,18,49
2011,3000 m,M,20,49
2011,3000 m Hindernis,M,Maenner,49
2011,400 m,M,18,49
2011,400 m,W,18,49
2011,400 m,W,20,49
2011,400 m Huerden,W,20,49
2011,5000 m,M,Maenner,49
2011,800 m,M,Maenner,49
2011,800 m,W,Frauen,49
2011,Diskuswurf,M,18,49
2011,Diskuswurf,M,Maenner,49
2011,Hammerwurf,M,18,49
2011,Hammerwurf,M,20,49
2011,Hochsprung,M,18,49
2011,Kugelstoss,M,18,49
2011,Kugelstoss,M,20,49
2011,Speerwurf,M,20,49
2011,10 000 m,M,Maenner,48
2011,10 000 m,W,Frauen,48
2011,200 m,W,Frauen,48
2011,2000 m Hindernis,M,18,48
2011,3000 m,W,20,48
2011,Diskuswurf,M,20,48
2011,Marathon,M,Maenner,48
2011,Marathon,W,Frauen,48
2011,Stabhochsprung,M,Maenner,48
2011,Weitsprung,M,Maenner,48
2011,100 m,W,20,47
2011,100 m,W,Frauen,47
2011,200 m,M,Maenner,47
2011,3000 m,W,18,47
2011,Weitsprung,M,20,47
2011,Weitsprung,W,18,47
2011,100 m,M,20,46
2011,100 m Huerden,W,18,46
2011,110 m Huerden,M,18,46
2011,100 m,M,18,45
2011,100 m Huerden,W,Frauen,45
2011,5000 m,W,20,45
2011,5000 m,W,Frauen,45
2011,Dreisprung,M,Maenner,45
2011,Dreisprung,W,Frauen,45
2011,Weitsprung,W,Frauen,45
2011,Dreisprung,W,20,44
2011,Weitsprung,M,18,44
2011,200 m,W,20,43
2011,Dreisprung,M,18,43
2011,200 m,M,18,42
2011,200 m,M,20,42
2011,Dreisprung,M,20,42
2011,Dreisprung,W,18,42
2011,100 m,W,18,41
2011,5000 m,M,20,41
2011,Hochsprung,M,U23,41
2011,110 m Huerden,M,Maenner,40
2011,3000 m Hindernis,W,Frauen,40
2011,100 m Huerden,W,20,37
2011,200 m,W,18,34
2011,Stabhochsprung,W,U23,33
2011,Hochsprung,W,U23,31
2011,Stabhochsprung,M,U23,31
2011,Weitsprung,W,U23,31
2011,10 km,M,U23,30
2011,10 km,W,U23,30
2011,1500 m,M,U23,30
2011,1500 m,W,U23,30
2011,3000 m Hindernis,M,U23,30
2011,400 m,M,U23,30
2011,400 m,W,U23,30
2011,400 m Huerden,M,U23,30
2011,400 m Huerden,W,U23,30
2011,5000 m,M,U23,30
2011,800 m,M,U23,30
2011,800 m,W,U23,30
2011,Diskuswurf,M,U23,30
2011,Diskuswurf,W,U23,30
2011,Hammerwurf,M,U23,30
2011,Hammerwurf,W,U23,30
2011,Kugelstoss,M,U23,30
2011,Kugelstoss,W,U23,30
2011,Speerwurf,M,U23,30
2011,Speerwurf,W,U23,30
2011,10 000 m,M,U23,29
2011,5000 m,W,U23,29
2011,100 m,M,U23,28
2011,100 m,W,U23,28
2011,200 m,M,U23,28
2011,200 m,W,U23,28
2011,Weitsprung,M,U23,28
2011,110 m Huerden,M,20,27
2011,Dreisprung,M,U23,27
2011,Dreisprung,W,U23,27
2011,100 m Huerden,W,U23,26
2011,3000 m Hindernis,W,U23,24
2011,110 m Huerden,M,U23,22
2011,10 000 m,W,U23,20
2012,Hochsprung,W,20,60
2012,Hochsprung,W,Frauen,58
2012,Stabhochsprung,W,18,56
2012,Hochsprung,W,18,53
2012,Stabhochsprung,M,18,53
2012,Hochsprung,M,Maenner,52
2012,10 km,M,Maenner,51
2012,10 km,W,Frauen,51
2012,400 m,M,20,51
2012,Hammerwurf,W,Frauen,51
2012,Hochsprung,M,18,51
2012,Kugelstoss,W,Frauen,51
2012,Stabhochsprung,W,20,51
2012,100 m,W,20,50
2012,1500 m,M,20,50
2012,1500 m,W,18,50
2012,1500 m,W,20,50
2012,1500 m,W,Frauen,50
2012,2000 m Hindernis,M,18,50
2012,3000 m Hindernis,M,Maenner,50
2012,400 m,M,18,50
2012,400 m,M,Maenner,50
2012,400 m,W,18,50
2012,400 m,W,Frauen,50
2012,400 m Huerden,M,20,50
2012,400 m Huerden,M,Maenner,50
2012,400 m Huerden,W,Frauen,50
2012,800 m,M,18,50
2012,800 m,W,18,50
2012,800 m,W,20,50
2012,800 m,W,Frauen,50
2012,Diskuswurf,W,20,50
2012,Diskuswurf,W,Frauen,50
2012,Hammerwurf,M,18,50
2012,Hammerwurf,W,20,50
2012,Hochsprung,M,20,50
2012,Kugelstoss,M,18,50
2012,Kugelstoss,M,Maenner,50
2012,Kugelstoss,W,18,50
2012,Kugelstoss,W,20,50
2012,Speerwurf,M,18,50
2012,Speerwurf,M,Maenner,50
2012,Speerwurf,W,18,50
2012,Speerwurf,W,20,50
2012,Stabhochsprung,M,20,50
2012,Stabhochsprung,W,Frauen,50
2012,Weitsprung,W,18,50
2012,10 000 m,M,Maenner,49
2012,100 m,M,Maenner,49
2012,1500 m,M,18,49
2012,3000 m,M,20,49
2012,400 m,W,20,49
2012,400 m Huerden,M,18,49
2012,400 m Huerden,W,18,49
2012,400 m Huerden,W,20,49
2012,5000 m,M,20,49
2012,5000 m,M,Maenner,49
2012,5000 m,W,Frauen,49
2012,800 m,M,20,49
2012,800 m,M,Maenner,49
2012,Diskuswurf,M,18,49
2012,Diskuswurf,M,20,49
2012,Diskuswurf,M,Maenner,49
2012,Diskuswurf,W,18,49
2012,Hammerwurf,M,Maenner,49
2012,Hammerwurf,W,18,49
2012,Kugelstoss,M,20,49
2012,Marathon,M,Maenner,49
2012,Marathon,W,Frauen,49
2012,Speerwurf,W,Frauen,49
2012,Stabhochsprung,M,Maenner,49
2012,100 m,M,18,48
2012,100 m,W,18,48
2012,100 m,W,Frauen,48
2012,100 m Huerden,W,Frauen,48
2012,1500 m,M,Maenner,48
2012,3000 m,M,18,48
2012,Dreisprung,W,Frauen,48
2012,Hammerwurf,M,20,48
2012,Speerwurf,M,20,48
2012,10 000 m,W,Frauen,47
2012,110 m Huerden,M,Maenner,47
2012,200 m,M,Maenner,47
2012,Weitsprung,W,Frauen,47
2012,3000 m,W,18,46
2012,3000 m,W,20,46
2012,Weitsprung,W,20,46
2012,100 m,M,20,45
2012,200 m,W,Frauen,45
2012,Dreisprung,M,20,45
2012,Weitsprung,M,20,45
2012,200 m,M,18,44
2012,200 m,M,20,44
2012,Dreisprung,W,20,44
